Model,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2
RandomForest (tuned),0.5474409520861333,38.38924911424853,0.35625519023786123,5.687205112213599,0.7018508707967508,0.02453490915431522
